,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90
sample_12,1.0,1.0,0.5,1.0,1.0,0.833333333333,0.833333333333,1.0,0.833333333333,0.833333333333,0.5,0.857142857143,0.0,0.857142857143,1.0,1.0,1.0,1.0,1.0,0.333333333333,0.0,0.333333333333,0.0,0.666666666667,0.666666666667,0.333333333333,1.0,0.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.75,0.5,0.5,0.75,0.0,0.0,0.5,0.75,0.0,0.0,0.5,0.0,0.0,0.75,0.5,0.4,0.6,0.666666666667,0.5,0.5,0.4,0.666666666667,0.666666666667,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.0,0.59375,0.521126760563,0.611940298507,0.786666666667,0.530612244898,0.575,0.95
sample_13,1.0,1.0,0.833333333333,1.0,0.833333333333,1.0,1.0,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.0,1.0,0.142857142857,1.0,1.0,1.0,1.0,1.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.333333333333,0.0,0.333333333333,0.0,0.333333333333,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.0,0.75,0.25,1.0,1.0,0.75,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,1.0,1.0,0.4,0.6,0.666666666667,0.333333333333,0.5,0.4,0.5,0.333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,0.203125,0.281690140845,0.313432835821,1.0,0.448979591837,0.4625,0.933333333333
sample_14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.833333333333,0.333333333333,0.0,0.666666666667,0.0,0.666666666667,0.0,0.666666666667,0.333333333333,0.0,0.0,0.333333333333,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.0,0.2,0.166666666667,0.666666666667,0.333333333333,0.2,0.333333333333,0.833333333333,0.6,0.666666666667,1.0,0.0,1.0,0.5,1.0,0.0,0.8,1.0,1.0,0.5,0.577464788732,0.44776119403,0.753333333333,0.163265306122,0.5375,0.316666666667
sample_15,0.666666666667,0.5,0.166666666667,0.333333333333,0.166666666667,1.0,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.166666666667,0.857142857143,0.0,0.714285714286,1.0,1.0,0.833333333333,1.0,0.666666666667,0.666666666667,0.0,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,1.0,0.333333333333,0.333333333333,0.666666666667,0.666666666667,1.0,0.666666666667,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.75,0.75,1.0,0.75,0.5,1.0,0.5,0.75,1.0,0.75,0.5,0.75,1.0,0.5,0.5,0.75,0.75,0.75,1.0,1.0,0.0,0.0,0.166666666667,0.333333333333,0.166666666667,0.0,0.166666666667,0.166666666667,0.8,1.0,0.5,1.0,0.666666666667,0.5,0.0,0.5,0.8,1.0,1.0,0.328125,0.408450704225,0.417910447761,0.786666666667,0.122448979592,0.625,0.55
sample_16,1.0,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,0.833333333333,0.833333333333,0.833333333333,0.714285714286,0.0,0.714285714286,1.0,1.0,1.0,1.0,1.0,0.333333333333,0.0,0.333333333333,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.25,0.75,1.0,0.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,1.0,0.333333333333,1.0,1.0,1.0,0.333333333333,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,0.34375,0.408450704225,0.597014925373,0.986666666667,0.622448979592,0.4625,0.55
sample_17,1.0,1.0,0.833333333333,1.0,1.0,1.0,0.833333333333,1.0,0.833333333333,1.0,1.0,0.857142857143,0.0,0.857142857143,1.0,1.0,1.0,1.0,1.0,0.666666666667,0.0,0.666666666667,0.333333333333,0.666666666667,0.0,0.666666666667,1.0,0.333333333333,0.0,0.666666666667,0.333333333333,0.666666666667,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.75,0.75,0.5,0.5,0.5,1.0,0.75,0.5,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.5,0.2,0.6,0.166666666667,0.333333333333,0.166666666667,0.0,0.666666666667,0.166666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.359375,0.43661971831,0.402985074627,0.82,0.551020408163,0.2625,0.533333333333
sample_18,1.0,1.0,1.0,1.0,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.666666666667,0.0,0.0,0.0,0.333333333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,1.0,0.4,0.6,0.833333333333,1.0,0.166666666667,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.15625,0.267605633803,0.373134328358,0.786666666667,0.0816326530612,0.6,0.566666666667
sample_19,1.0,1.0,0.333333333333,1.0,1.0,1.0,0.5,1.0,0.833333333333,0.833333333333,0.166666666667,0.0,1.0,0.142857142857,1.0,1.0,1.0,0.833333333333,1.0,0.0,0.0,0.333333333333,0.0,0.333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.75,0.75,1.0,1.0,1.0,0.0,0.5,0.75,1.0,0.5,0.0,0.75,0.0,0.0,1.0,0.75,0.4,0.8,0.833333333333,0.333333333333,0.166666666667,0.0,0.833333333333,0.666666666667,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.6,1.0,1.0,0.078125,0.197183098592,0.238805970149,0.846666666667,0.336734693878,0.4,0.616666666667
sample_20,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666666666667,0.0,0.333333333333,0.0,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.333333333333,0.666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.0,0.25,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.4,0.6,0.833333333333,0.833333333333,0.833333333333,1.0,1.0,0.833333333333,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.0,0.640625,0.704225352113,0.582089552239,0.84,0.642857142857,0.7375,0.9
sample_21,1.0,1.0,1.0,1.0,0.833333333333,1.0,0.833333333333,0.833333333333,0.833333333333,1.0,0.833333333333,0.857142857143,0.0,0.714285714286,1.0,1.0,1.0,1.0,1.0,0.333333333333,0.333333333333,0.666666666667,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.666666666667,0.666666666667,0.0,0.0,0.333333333333,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.25,0.75,0.0,1.0,0.75,0.75,1.0,1.0,0.0,0.75,0.75,1.0,0.25,0.0,1.0,0.25,0.25,1.0,0.5,0.8,1.0,1.0,0.833333333333,0.666666666667,0.6,0.833333333333,0.833333333333,0.8,0.666666666667,1.0,1.0,1.0,1.0,0.0,0.5,0.4,1.0,0.0,0.40625,0.492957746479,0.835820895522,0.826666666667,0.234693877551,0.35,0.0
sample_22,1.0,1.0,1.0,0.833333333333,0.833333333333,1.0,0.833333333333,0.833333333333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666666666667,0.0,0.333333333333,0.0,0.333333333333,0.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.25,0.5,0.25,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.75,0.75,0.25,0.0,0.5,0.25,0.25,0.75,0.75,0.6,0.6,0.833333333333,0.666666666667,0.666666666667,0.6,0.833333333333,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,0.0,0.4375,0.478873239437,0.34328358209,0.86,0.234693877551,0.8375,0.733333333333
sample_23,1.0,1.0,1.0,0.833333333333,0.833333333333,1.0,0.833333333333,0.833333333333,1.0,1.0,0.833333333333,1.0,0.0,0.857142857143,1.0,1.0,1.0,1.0,0.833333333333,1.0,0.0,1.0,0.0,1.0,0.0,0.666666666667,0.666666666667,0.333333333333,0.0,0.333333333333,0.0,0.333333333333,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.75,0.5,0.25,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.75,0.75,0.5,0.5,0.5,0.25,0.75,0.2,0.2,0.333333333333,0.5,0.333333333333,0.2,0.333333333333,0.5,0.8,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.6,1.0,0.0,0.5625,0.619718309859,0.537313432836,0.72,0.142857142857,0.475,0.583333333333
sample_24,0.833333333333,1.0,0.5,0.5,0.5,0.666666666667,0.833333333333,1.0,0.833333333333,0.833333333333,0.833333333333,0.714285714286,0.0,0.857142857143,0.833333333333,1.0,1.0,1.0,0.666666666667,0.666666666667,0.0,0.333333333333,0.333333333333,0.0,0.333333333333,0.666666666667,0.666666666667,0.333333333333,0.0,0.666666666667,0.333333333333,0.0,0.333333333333,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.25,1.0,0.25,0.75,1.0,1.0,0.5,0.75,0.25,0.5,0.75,0.25,0.25,0.5,0.25,0.25,0.5,0.5,1.0,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0.333333333333,0.5,0.0,1.0,0.0,1.0,1.0,0.671875,0.732394366197,0.805970149254,0.84,0.591836734694,0.3125,0.416666666667
sample_25,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.666666666667,0.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0,0.333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8,0.6,0.833333333333,0.833333333333,0.666666666667,0.6,0.833333333333,0.833333333333,0.6,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6,1.0,0.0,0.15625,0.267605633803,0.358208955224,0.826666666667,0.408163265306,0.725,0.833333333333
sample_26,0.833333333333,1.0,0.5,0.833333333333,0.166666666667,1.0,0.5,0.5,0.166666666667,0.166666666667,0.166666666667,0.0,1.0,0.142857142857,0.666666666667,0.666666666667,1.0,0.833333333333,0.666666666667,0.0,0.0,0.333333333333,0.666666666667,0.333333333333,0.666666666667,0.0,0.333333333333,0.0,0.666666666667,0.333333333333,0.0,0.333333333333,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.75,1.0,1.0,0.75,0.75,0.0,0.4,0.5,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.8,1.0,1.0,1.0,0.666666666667,1.0,1.0,1.0,0.6,1.0,0.0,0.25,0.281690140845,0.477611940299,0.826666666667,0.234693877551,0.025,0.0
sample_27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333333,1.0,1.0,0.857142857143,0.0,0.857142857143,1.0,1.0,1.0,1.0,1.0,0.333333333333,0.333333333333,0.666666666667,0.0,0.333333333333,0.333333333333,0.333333333333,1.0,0.333333333333,0.0,0.333333333333,0.666666666667,0.333333333333,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.75,1.0,0.0,0.0,0.75,0.25,0.0,1.0,0.5,0.6,0.6,0.666666666667,0.333333333333,0.5,0.4,0.333333333333,0.333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,0.09375,0.183098591549,0.238805970149,0.846666666667,0.336734693878,0.4875,0.75
sample_28,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333333,1.0,1.0,1.0,1.0,0.857142857143,0.0,0.857142857143,1.0,1.0,1.0,1.0,0.833333333333,0.666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.8,0.8,0.833333333333,0.166666666667,0.333333333333,0.2,0.833333333333,0.666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,0.0,0.53125,0.225352112676,0.686567164179,0.786666666667,0.265306122449,0.475,0.716666666667
sample_29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857142857143,1.0,1.0,1.0,1.0,1.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.666666666667,0.333333333333,0.0,0.666666666667,0.666666666667,0.0,0.333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.0,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0.6,0.8,0.5,0.5,0.666666666667,0.6,0.5,0.5,0.8,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.8,1.0,0.0,0.125,0.197183098592,0.328358208955,0.813333333333,0.295918367347,0.4625,0.4
